cur,domain,len,date,icp
1,tcj.me,3,2018-06-25,--
2,jpt.me,3,2018-06-25,--
3,fuj.me,3,2018-06-23,--
4,lbj.me,3,2018-06-25,--
5,uxq.me,3,2018-06-23,--
6,awt.me,3,2018-06-23,--
7,hmx.me,3,2018-06-23,--
8,kkq.me,3,2018-06-24,--
9,kma.me,3,2018-06-24,--
10,oid.me,3,2018-06-24,--
11,rqv.me,3,2018-06-25,--
12,syi.me,3,2018-06-24,--
13,vwu.me,3,2018-06-25,--
14,vxi.me,3,2018-06-24,--
15,xez.me,3,2018-06-24,--
