cur,domain,len,date,icp
1,mzw.me,3,2018-06-09,--
2,uel.me,3,2018-06-09,--
3,pgr.me,3,2018-06-11,--
4,vmg.me,3,2018-06-10,--
5,avx.me,3,2018-06-10,--
6,qrv.me,3,2018-06-10,--
7,rbu.me,3,2018-06-09,--
8,ghi.me,3,2018-06-10,--
9,jdu.me,3,2018-06-10,--
10,vep.me,3,2018-06-10,--
11,cnu.me,3,2018-06-11,--
12,uba.me,3,2018-06-11,--
13,kbb.me,3,2018-06-09,--
14,hws.me,3,2018-06-11,--
15,cny.me,3,2018-06-11,--
16,fbo.me,3,2018-06-10,--
