cur,domain,len,date,icp
1,wqw.me,3,2018-06-16,--
2,fmr.me,3,2018-06-16,--
3,npk.me,3,2018-06-18,--
4,fto.me,3,2018-06-16,--
5,eap.me,3,2018-06-17,--
6,dfd.me,3,2018-06-17,--
7,xqx.me,3,2018-06-18,--
8,omd.me,3,2018-06-18,--
9,eyb.me,3,2018-06-18,--
10,arq.me,3,2018-06-18,--
11,zdc.me,3,2018-06-18,--
12,czw.me,3,2018-06-18,--
13,wlr.me,3,2018-06-16,--
14,ubq.me,3,2018-06-18,--
15,mzo.me,3,2018-06-16,--
