cur,domain,len,date,icp
1,yta.me,3,2018-06-21,--
2,pjp.me,3,2018-06-22,--
3,fkd.me,3,2018-06-22,--
4,uxq.me,3,2018-06-23,--
5,aox.me,3,2018-06-22,--
6,awt.me,3,2018-06-23,--
7,fuj.me,3,2018-06-23,--
8,hgd.me,3,2018-06-22,--
9,hmx.me,3,2018-06-23,--
10,hyu.me,3,2018-06-21,--
11,lfi.me,3,2018-06-22,--
12,luq.me,3,2018-06-22,--
13,mbw.me,3,2018-06-22,--
14,swj.me,3,2018-06-21,--
15,vbm.me,3,2018-06-22,--
16,xdl.me,3,2018-06-22,--
17,xnn.me,3,2018-06-22,--
18,zpo.me,3,2018-06-22,--
