cur,domain,len,date,icp
1,xty.me,3,2018-06-27,--
2,vwu.me,3,2018-06-25,--
3,kki.me,3,2018-06-26,--
4,hhz.me,3,2018-06-26,--
5,bex.me,3,2018-06-27,--
6,ebq.me,3,2018-06-26,--
7,hwo.me,3,2018-06-26,--
8,lbj.me,3,2018-06-25,--
9,nsy.me,3,2018-06-27,--
10,rlq.me,3,2018-06-27,--
11,rqv.me,3,2018-06-25,--
12,xqf.me,3,2018-06-27,--
13,eua.me,3,2018-06-27,--
14,jpt.me,3,2018-06-25,--
15,tcj.me,3,2018-06-25,--
16,vra.me,3,2018-06-27,--
